time,value
4960.0,633.0234462918097
4964.0,630.1777717848076
4968.0,627.5795116430559
4972.0,625.248002068507
4976.0,623.2002020604947
4980.0,621.4506189653868
4984.0,620.0112682100181
4988.0,618.8916649441818
4992.0,618.0988449055516
4996.0,617.6374114606775
5000.0,617.5096054569271
5004.0,617.7153942602916
5008.0,618.2525762127466
5012.0,619.1168967754817
5016.0,620.3021728310983
5020.0,621.8004219596552
5024.0,623.6019939515859
5028.0,625.6957023704008
5032.0,628.0689546179632
5036.0,630.7078796370974
5040.0,633.5974530335563
5044.0,636.7216199419946
5048.0,640.06341636724
5052.0,643.6050900180371
5056.0,647.3282218538005
5060.0,651.2138497098665
5064.0,655.2425954468845
5068.0,659.3947970578294
5072.0,663.6506470374627
5076.0,667.9903380744651
5080.0,672.394216783116
5084.0,676.8429457612058
5088.0,681.3176737501585
5092.0,685.8002130910669
5096.0,690.2732230270683
5100.0,694.7203967079178
5104.0,699.1266490113214
5108.0,703.4783015102834
5112.0,707.7632601085827
5116.0,711.9711800939489
5120.0,716.093612702211
5124.0,720.124126828282
5128.0,724.058399314748
5132.0,727.8942673043908
5136.0,731.6317364403923
5140.0,735.2729392240745
5144.0,738.8220385991972
5148.0,742.2850728343514
5152.0,745.6697390291281
5156.0,748.9851140812164
5160.0,752.2413137020455
5164.0,755.4490919898459
5168.0,758.6193860585668
5172.0,761.7628121802816
5176.0,764.8891217489147
5180.0,768.0066270599928
5184.0,771.1216084082425
5188.0,774.2377153475974
5192.0,777.3553761403438
5196.0,780.4712304087307
5200.0,783.5776007432856
5204.0,786.6620194775043
5208.0,789.7068269685526
5212.0,792.6888574741976
5216.0,795.5792280349112
5220.0,798.3432446266872
5224.0,800.9404382258322
5228.0,803.3247412920217
5232.0,805.4448125033857
5236.0,807.2445143820875
5240.0,808.6635447941164
5244.0,809.6382192733349
5248.0,810.1023967840451
5252.0,809.9885369849311
5256.0,809.2288724172851
5260.0,807.7566745278676
5264.0,805.5075883836117
5268.0,802.4210077088798
5272.0,798.441459721348
5276.0,793.5199682091671
5280.0,787.6153632926809
5284.0,780.6955072172805
5288.0,772.7384071997651
5292.0,763.7331886759212
5296.0,753.6809051568656
5300.0,742.5951641991651
5304.0,730.5025526656093
5308.0,717.4428484688801
5312.0,703.4690103239678
5316.0,688.6469416341853
5320.0,673.0550294058274
5324.0,656.7834639051794
5328.0,639.9333495167631
5332.0,622.6156218330701
5336.0,604.9497903223573
5340.0,587.0625298922911
5344.0,569.0861481434796
5348.0,551.1569578570176
5352.0,533.413586051134
5356.0,515.995251666738
5360.0,499.04004365754935
5364.0,482.6832301245119
5368.0,467.05562732799376
5372.0,452.2820551047302
5376.0,438.4799025565397
5380.0,425.75782498741904
5384.0,414.2145900388444
